ID,Order,SKU,Member
1541,8122275,15669860,SSSCOCW
1542,8122275,15668458,SSSCOCW
1543,8122275,15669769,SSSCOCW
1544,8122275,15669861,SSSCOCW
1545,8122275,15669866,SSSCOCW
1546,8383377,15669866,SWNZWRC
1547,8383377,15669778,SWNZWRC
1548,8383377,15669821,SWNZWRC
1549,8383377,15669856,SWNZWRC
1550,8383377,7627860,SWNZWRC
1551,8158818,15668449,SWRLSWR
1552,8158818,15668460,SWRLSWR
1553,8158818,15669835,SWRLSWR
1554,8158818,15668455,SWRLSWR
1555,8158818,15669878,SWRLSWR
1556,7448398,15669777,SWRNCSS
1557,7448398,15669778,SWRNCSS
1558,7448398,15668379,SWRNCSS
1559,7448398,15669857,SWRNCSS
1560,7448398,15669871,SWRNCSS
1561,8108248,15670260,SSSELZZ
1562,8108248,15668460,SSSELZZ
1563,8108248,15668468,SSSELZZ
1564,8108248,7587670,SSSELZZ
1565,8108248,7587664,SSSELZZ
1566,8123487,15668381,SSLSLHL
1567,8123487,15668460,SSLSLHL
1568,8123487,15669878,SSLSLHL
1569,8123487,15669778,SSLSLHL
1570,8123487,15669996,SSLSLHL
1571,8154900,34987568,SSZSWHS
1572,8154900,15669856,SSZSWHS
1573,8154900,15669780,SSZSWHS
1574,8154900,15669874,SSZSWHS
1575,8154900,15669772,SSZSWHS
1576,8064972,15669856,SSORZCC
1577,8064972,15669881,SSORZCC
1578,8064972,15669773,SSORZCC
1579,8064972,7580183,SSORZCC
1580,8064972,21408952,SSORZCC
1581,7582160,15668457,SWLSEEZ
1582,7582160,15668462,SWLSEEZ
1583,7582160,15668378,SWLSEEZ
1584,7582160,15668381,SWLSEEZ
1585,7582160,15669867,SWLSEEZ
1586,7387995,15668466,SSRSNWR
1587,7387995,15668416,SSRSNWR
1588,7387995,15670271,SSRSNWR
1589,7387995,15669775,SSRSNWR
1590,7387995,15669777,SSRSNWR
1591,8253846,15669860,SWECOEO
1592,8253846,7704153,SWECOEO
1593,8253846,15669799,SWECOEO
1594,8253846,15670269,SWECOEO
1595,8253846,34985989,SWECOEO
1596,8061163,15669775,SWOEOHC
1597,8061163,15669832,SWOEOHC
1598,8061163,15669776,SWOEOHC
1599,8061163,15669870,SWOEOHC
1600,8061163,15669767,SWOEOHC
1601,8126177,7572432,SWLZLWS
1602,8126177,15668380,SWLZLWS
1603,8126177,15669817,SWLZLWS
1604,8126177,15669856,SWLZLWS
1605,8126177,15669868,SWLZLWS
1606,8213861,7637309,SSZCRCO
1607,8213861,15669870,SSZCRCO
1608,8213861,15669884,SSZCRCO
1609,8213861,15669883,SSZCRCO
1610,8213861,34986125,SSZCRCO
1611,7552991,15670251,SWOLZSC
1612,7552991,15668468,SWOLZSC
1613,7552991,15669824,SWOLZSC
1614,7552991,7572251,SWOLZSC
1615,7552991,15669821,SWOLZSC
1616,8279743,15668478,SWCCLHS
1617,8279743,15668451,SWCCLHS
1618,8279743,15668379,SWCCLHS
1619,8279743,15668685,SWCCLHS
1620,8279743,15669815,SWCCLHS
1621,8078249,15669767,SWNHHOE
1622,8078249,15669780,SWNHHOE
1623,8078249,15669870,SWNHHOE
1624,8078249,15669786,SWNHHOE
1625,8078249,15670271,SWNHHOE
1626,8083255,15668469,SSHHZRO
1627,8083255,15668687,SSHHZRO
1628,8083255,15668381,SSHHZRO
1629,8083255,15669869,SSHHZRO
1630,8083255,15668463,SSHHZRO
1631,7347668,15669764,SSZZLEO
1632,7347668,15668449,SSZZLEO
1633,7347668,15668478,SSZZLEO
1634,7347668,15668452,SSZZLEO
1635,7347668,15668689,SSZZLEO
1636,8287522,15670245,SSWZSSN
1637,8287522,15668474,SSWZSSN
1638,8287522,15668688,SSWZSSN
1639,8287522,15669878,SSWZSSN
1640,8287522,15669774,SSWZSSN
1641,8172528,15668688,SSZWSNR
1642,8172528,15668462,SSZWSNR
1643,8172528,7617882,SSZWSNR
1644,8172528,15669791,SSZWSNR
1645,8172528,15668457,SSZWSNR
1646,7369894,15668476,SWLRWZO
1647,7369894,15670248,SWLRWZO
1648,7369894,7587488,SWLRWZO
1649,7369894,7735524,SWLRWZO
1650,7369894,34986075,SWLRWZO
1651,8065445,15668381,SSHCESW
1652,8065445,15668378,SSHCESW
1653,8065445,15668478,SSHCESW
1654,8065445,15668520,SSHCESW
1655,8065445,15669874,SSHCESW
1656,8339302,15668478,SSZCOCE
1657,8339302,15668451,SSZCOCE
1658,8339302,15668685,SSZCOCE
1659,8339302,15668457,SSZCOCE
1660,8339302,15669790,SSZCOCE
1661,8112695,15670260,SWLNCNW
1662,8112695,15668465,SWLNCNW
1663,8112695,15668473,SWLNCNW
1664,8112695,15668470,SWLNCNW
1665,8112695,15668449,SWLNCNW
1666,8144965,15669767,SSCHNCE
1667,8144965,15669863,SSCHNCE
1668,8144965,15669821,SSCHNCE
1669,8144965,15669789,SSCHNCE
1670,8144965,15669823,SSCHNCE
1671,7626754,15668688,SWNZLOO
1672,7626754,15668459,SWNZLOO
1673,7626754,15668381,SWNZLOO
1674,7626754,15668468,SWNZLOO
1675,7626754,15668541,SWNZLOO
1676,8114869,15668684,SSRZESC
1677,8114869,7572254,SSRZESC
1678,8114869,15669874,SSRZESC
1679,8114869,15669771,SSRZESC
1680,8114869,15668455,SSRZESC
1681,7450162,15668473,SWOZZCZ
1682,7450162,15670163,SWOZZCZ
1683,7450162,15670251,SWOZZCZ
1684,7450162,15668462,SWOZZCZ
1685,7450162,15670169,SWOZZCZ
1686,8082957,15669869,SWNCOOR
1687,8082957,15669833,SWNCOOR
1688,8082957,15669823,SWNCOOR
1689,8082957,15669769,SWNCOOR
1690,8082957,15669772,SWNCOOR
1691,7439628,15670251,SSZZLHW
1692,7439628,15670241,SSZZLHW
1693,7439628,7587691,SSZZLHW
1694,7439628,7587694,SSZZLHW
1695,7439628,7587494,SSZZLHW
1696,8077366,15668460,SSCWORR
1697,8077366,15669763,SSCWORR
1698,8077366,15669864,SSCWORR
1699,8077366,15668468,SSCWORR
1700,8077366,15669767,SSCWORR
1701,7501860,15668474,SWNNZHH
1702,7501860,15668448,SWNNZHH
1703,7501860,15668477,SWNNZHH
1704,7501860,7624788,SWNNZHH
1705,7501860,15669783,SWNNZHH
1706,8190023,15668416,SSRHCRS
1707,8190023,15668688,SSRHCRS
1708,8190023,93141023,SSRHCRS
1709,8190023,93141092,SSRHCRS
1710,8190023,15668449,SSRHCRS
1711,8199996,15669786,SWRHNSN
1712,8199996,15669998,SWRHNSN
1713,8199996,15669856,SWRHNSN
1714,8199996,15669994,SWRHNSN
1715,8199996,15669971,SWRHNSN
1716,8276422,15668594,SWEZEOZ
1717,8276422,15669764,SWEZEOZ
1718,8276422,34986330,SWEZEOZ
1719,8276422,15668478,SWEZEOZ
1720,8276422,15669860,SWEZEOZ
1721,8247472,34986119,SSRRCCE
1722,8247472,7598777,SSRRCCE
1723,8247472,15668379,SSRRCCE
1724,8247472,15668685,SSRRCCE
1725,8247472,15668468,SSRRCCE
1726,8101152,15668381,SWRHRLL
1727,8101152,15668688,SWRHRLL
1728,8101152,7580823,SWRHRLL
1729,8101152,34990778,SWRHRLL
1730,8101152,15668462,SWRHRLL
1731,7382432,15668460,SWRHSEW
1732,7382432,15668467,SWRHSEW
1733,7382432,15670251,SWRHSEW
1734,7382432,34986123,SWRHSEW
1735,7382432,15669817,SWRHSEW
1736,8314193,34986113,SSWECLS
1737,8314193,34987566,SSWECLS
1738,8314193,15669773,SSWECLS
1739,8314193,7627860,SSWECLS
1740,8314193,15669859,SSWECLS
1741,7631002,15668468,SWHRWCO
1742,7631002,15669864,SWHRWCO
1743,7631002,7575483,SWHRWCO
1744,7631002,15670267,SWHRWCO
1745,7631002,7548497,SWHRWCO
1746,8245100,15668467,SSCLWOR
1747,8245100,15668381,SSCLWOR
1748,8245100,15668478,SSCLWOR
1749,8245100,15668685,SSCLWOR
1750,8245100,15668375,SSCLWOR
1751,7642371,15668478,SWOOLNC
1752,7642371,15668457,SWOOLNC
1753,7642371,15668471,SWOOLNC
1754,7642371,15668519,SWOOLNC
1755,7642371,15668379,SWOOLNC
1756,8352430,15668685,SWCEWOZ
1757,8352430,15668460,SWCEWOZ
1758,8352430,15669807,SWCEWOZ
1759,8352430,15669810,SWCEWOZ
1760,8352430,15669965,SWCEWOZ
1761,8176873,7586509,SWHHREO
1762,8176873,7735760,SWHHREO
1763,8176873,7572299,SWHHREO
1764,8176873,7572302,SWHHREO
1765,8176873,7579698,SWHHREO
1766,7414189,15668460,SSSWOZW
1767,7414189,15668381,SSSWOZW
1768,7414189,15668468,SSSWOZW
1769,7414189,15669878,SSSWOZW
1770,7414189,15668378,SSSWOZW
1771,8146703,15669887,SSOHWLN
1772,8146703,15669872,SSOHWLN
1773,8146703,15669869,SSOHWLN
1774,8146703,15670267,SSOHWLN
1775,8146703,15668688,SSOHWLN
1776,8179947,15668381,SWOCELW
1777,8179947,15668460,SWOCELW
1778,8179947,15668378,SWOCELW
1779,8179947,15668458,SWOCELW
1780,8179947,21408913,SWOCELW
1781,8070166,15669765,SSZWOZH
1782,8070166,15668460,SSZWOZH
1783,8070166,15669875,SSZWOZH
1784,8070166,15668451,SSZWOZH
1785,8070166,15668519,SSZWOZH
1786,8353451,15668467,SSNOWZE
1787,8353451,15669780,SSNOWZE
1788,8353451,15669869,SSNOWZE
1789,8353451,15669988,SSNOWZE
1790,8353451,15669860,SSNOWZE
1791,8138170,15668449,SWEWHLO
1792,8138170,15669872,SWEWHLO
1793,8138170,15668379,SWEWHLO
1794,8138170,15668688,SWEWHLO
1795,8138170,93141093,SWEWHLO
1796,8101071,15668379,SSEHLRW
1797,8101071,7729965,SSEHLRW
1798,8101071,15668377,SSEHLRW
1799,8101071,7586497,SSEHLRW
1800,8101071,15669782,SSEHLRW
1801,8205178,15669856,SSWEZCZ
1802,8205178,15669767,SSWEZCZ
1803,8205178,15669863,SSWEZCZ
1804,8205178,15669821,SSWEZCZ
1805,8205178,15669860,SSWEZCZ
1806,8201626,15670196,SSNHNOE
1807,8201626,15669865,SSNHNOE
1808,8201626,15669832,SSNHNOE
1809,8201626,34986125,SSNHNOE
1810,8201626,15669814,SSNHNOE
1811,8255466,15668595,SSWWZNR
1812,8255466,15668495,SSWWZNR
1813,8255466,15668453,SSWWZNR
1814,8255466,15669777,SSWWZNR
1815,8255466,15668472,SSWWZNR
1816,8109052,15669871,SWCLWHL
1817,8109052,15669799,SWCLWHL
1818,8109052,15669815,SWCLWHL
1819,8109052,15669776,SWCLWHL
1820,8109052,15669869,SWCLWHL
1821,8138408,15669780,SWNZHSH
1822,8138408,7593949,SWNZHSH
1823,8138408,15669795,SWNZHSH
1824,8138408,15669880,SWNZHSH
1825,8138408,15669980,SWNZHSH
1826,7412276,15669830,SWCOSLL
1827,7412276,15670267,SWCOSLL
1828,7412276,15669832,SWCOSLL
1829,7412276,15669872,SWCOSLL
1830,7412276,15668381,SWCOSLL
1831,8067980,15669880,SSOSOCH
1832,8067980,15669772,SSOSOCH
1833,8067980,15669767,SSOSOCH
1834,8067980,15670267,SSOSOCH
1835,8067980,15670270,SSOSOCH
1836,8096786,15669767,SSLLLRR
1837,8096786,15669781,SSLLLRR
1838,8096786,15669771,SSLLLRR
1839,8096786,15669861,SSLLLRR
1840,8096786,15669776,SSLLLRR
1841,8070481,15669886,SSSWCLL
1842,8070481,15669874,SSSWCLL
1843,8070481,15669773,SSSWCLL
1844,8070481,15669760,SSSWCLL
1845,8070481,15669863,SSSWCLL
1846,8331278,15668520,SWCEZWH
1847,8331278,15669859,SWCEZWH
1848,8331278,15668460,SWCEZWH
1849,8331278,15668416,SWCEZWH
1850,8331278,15669771,SWCEZWH
1851,8282484,15669790,SSSCNCC
1852,8282484,7625556,SSSCNCC
1853,8282484,15669874,SSSCNCC
1854,8282484,15669791,SSSCNCC
1855,8282484,15669786,SSSCNCC
1856,7788465,15668685,SWNNWZZ
1857,7788465,15668458,SWNNWZZ
1858,7788465,15668459,SWNNWZZ
1859,7788465,15668454,SWNNWZZ
1860,7788465,15668688,SWNNWZZ
1861,8139913,15669777,SWHOZCE
1862,8139913,15669858,SWHOZCE
1863,8139913,15669884,SWHOZCE
1864,8139913,15669789,SWHOZCE
1865,8139913,15669775,SWHOZCE
1866,8069214,15668460,SSNOZHH
1867,8069214,15670267,SSNOZHH
1868,8069214,15669863,SSNOZHH
1869,8069214,15668380,SSNOZHH
1870,8069214,15669869,SSNOZHH
1871,8138811,15668462,SWELRWN
1872,8138811,7569801,SWELRWN
1873,8138811,15668467,SWELRWN
1874,8138811,15668457,SWELRWN
1875,8138811,7569805,SWELRWN
1876,7721190,15668469,SWOHCHL
1877,7721190,15670252,SWOHCHL
1878,7721190,15670163,SWOHCHL
1879,7721190,15668473,SWOHCHL
1880,7721190,15668455,SWOHCHL
1881,8106451,15668463,SSCSENO
1882,8106451,15668380,SSCSENO
1883,8106451,15668416,SSCSENO
1884,8106451,15668460,SSCSENO
1885,8106451,15669961,SSCSENO
1886,8063588,15668478,SWENCHZ
1887,8063588,15669829,SWENCHZ
1888,8063588,15669832,SWENCHZ
1889,8063588,15668460,SWENCHZ
1890,8063588,15669795,SWENCHZ
1891,8195898,15670251,SSCLLWS
1892,8195898,15668465,SSCLLWS
1893,8195898,15670246,SSCLLWS
1894,8195898,15668470,SSCLLWS
1895,8195898,7587698,SSCLLWS
1896,8343369,15669878,SSZLHHE
1897,8343369,21408952,SSZLHHE
1898,8343369,34986113,SSZLHHE
1899,8343369,15668468,SSZLHHE
1900,8343369,15669776,SSZLHHE
1901,8130134,15668466,SWONECO
1902,8130134,15669771,SWONECO
1903,8130134,15669764,SWONECO
1904,8130134,15669870,SWONECO
1905,8130134,15669816,SWONECO
1906,8204496,15668457,SSZHOEE
1907,8204496,7624790,SSZHOEE
1908,8204496,7580971,SSZHOEE
1909,8204496,34986122,SSZHOEE
1910,8204496,34992815,SSZHOEE
1911,8073815,15668458,SSSZCCN
1912,8073815,15669760,SSSZCCN
1913,8073815,15669823,SSSZCCN
1914,8073815,29247044,SSSZCCN
1915,8073815,34986135,SSSZCCN
1916,8279511,15669832,SWNHHRL
1917,8279511,15669988,SWNHHRL
1918,8279511,15669878,SWNHHRL
1919,8279511,15669773,SWNHHRL
1920,8279511,15670269,SWNHHRL
1921,8286457,7753732,SSSNLOO
1922,8286457,15669803,SSSNLOO
1923,8286457,15669881,SSSNLOO
1924,8286457,7571454,SSSNLOO
1925,8286457,7586556,SSSNLOO
1926,7733315,15668379,SWOCEOC
1927,7733315,15669778,SWOCEOC
1928,7733315,15669997,SWOCEOC
1929,7733315,15668473,SWOCEOC
1930,7733315,15669860,SWOCEOC
1931,8192504,15668465,SWESLWC
1932,8192504,15668468,SWESLWC
1933,8192504,15669996,SWESLWC
1934,8192504,15668474,SWESLWC
1935,8192504,15670270,SWESLWC
1936,8087274,15668478,SSNNLRW
1937,8087274,15669863,SSNNLRW
1938,8087274,15669881,SSNNLRW
1939,8087274,15669835,SSNNLRW
1940,8087274,15668458,SSNNLRW
1941,8354716,15668471,SWEEZHL
1942,8354716,15668468,SWEEZHL
1943,8354716,7569801,SWEEZHL
1944,8354716,15668465,SWEEZHL
1945,8354716,15668685,SWEEZHL
1946,7470681,15669863,SWLSZSE
1947,7470681,15668466,SWLSZSE
1948,7470681,15668469,SWLSZSE
1949,7470681,15669780,SWLSZSE
1950,7470681,15669773,SWLSZSE
1951,8226887,7585571,SSLZROW
1952,8226887,15668468,SSLZROW
1953,8226887,7585573,SSLZROW
1954,8226887,15668379,SSLZROW
1955,8226887,15668460,SSLZROW
1956,8106715,15670007,SSNOSCZ
1957,8106715,15669821,SSNOSCZ
1958,8106715,15669760,SSNOSCZ
1959,8106715,15669957,SSNOSCZ
1960,8106715,15669763,SSNOSCZ
1961,8265546,15669780,SWNCLZZ
1962,8265546,15668383,SWNCLZZ
1963,8265546,15668594,SWNCLZZ
1964,8265546,15668449,SWNCLZZ
1965,8265546,15669763,SWNCLZZ
1966,7531263,15668458,SWEEZCC
1967,7531263,15668379,SWEEZCC
1968,7531263,15668467,SWEEZCC
1969,7531263,15668684,SWEEZCC
1970,7531263,15668463,SWEEZCC
1971,8153361,15668469,SWHEEOS
1972,8153361,15669860,SWHEEOS
1973,8153361,15669780,SWHEEOS
1974,8153361,15668687,SWHEEOS
1975,8153361,15668458,SWHEEOS
1976,8243363,15669762,SSZLNCH
1977,8243363,15668467,SSZLNCH
1978,8243363,15668460,SSZLNCH
1979,8243363,15669763,SSZLNCH
1980,8243363,21409004,SSZLNCH
1981,8230241,15668474,SWCCZRH
1982,8230241,15668378,SWCCZRH
1983,8230241,15670250,SWCCZRH
1984,8230241,15668460,SWCCZRH
1985,8230241,15668451,SWCCZRH
1986,7497186,15670144,SWORWZH
1987,7497186,15670252,SWORWZH
1988,7497186,15668689,SWORWZH
1989,7497186,15668379,SWORWZH
1990,7497186,15668468,SWORWZH
1991,8143536,7574242,SSSZEOW
1992,8143536,15669887,SSSZEOW
1993,8143536,15668465,SSSZEOW
1994,8143536,7580818,SSSZEOW
1995,8143536,15669884,SSSZEOW
1996,8166326,15668458,SSLRHNL
1997,8166326,15668381,SSLRHNL
1998,8166326,7572298,SSLRHNL
1999,8166326,15668688,SSLRHNL
2000,8166326,15668460,SSLRHNL
2001,8082912,15669778,SWLOZWE
2002,8082912,7585573,SWLOZWE
2003,8082912,15669869,SWLOZWE
2004,8082912,15669856,SWLOZWE
2005,8082912,15669780,SWLOZWE
2006,8191090,15668688,SSWNLNH
2007,8191090,15668465,SSWNLNH
2008,8191090,34992815,SSWNLNH
2009,8191090,15669775,SSWNLNH
2010,8191090,15669783,SSWNLNH
2011,7745973,7590864,SWNRHHO
2012,7745973,15668379,SWNRHHO
2013,7745973,15668688,SWNRHHO
2014,7745973,15668457,SWNRHHO
2015,7745973,7590867,SWNRHHO
2016,7416338,15668379,SWEOHHL
2017,7416338,15668542,SWEOHHL
2018,7416338,15669961,SWEOHHL
2019,7416338,34986122,SWEOHHL
2020,7416338,15669884,SWEOHHL
2021,7765977,15668689,SWNNRHC
2022,7765977,15668381,SWNNRHC
2023,7765977,15670241,SWNNRHC
2024,7765977,15668378,SWNNRHC
2025,7765977,15668473,SWNNRHC
2026,8262498,15669760,SWRHZSH
2027,8262498,34986125,SWRHZSH
2028,8262498,15668375,SWRHZSH
2029,8262498,7704153,SWRHZSH
2030,8262498,34986123,SWRHZSH
2031,7694372,15670250,SWLHHWS
2032,7694372,15668688,SWLHHWS
2033,7694372,7572298,SWLHHWS
2034,7694372,15670196,SWLHHWS
2035,7694372,15668474,SWLHHWS
2036,8206519,15668383,SWORZLW
2037,8206519,15669818,SWORZLW
2038,8206519,15668467,SWORZLW
2039,8206519,15669817,SWORZLW
2040,8206519,15669764,SWORZLW
2041,7788834,15668687,SWOOZRS
2042,7788834,15668379,SWOOZRS
2043,7788834,15668459,SWOOZRS
2044,7788834,15668478,SWOOZRS
2045,7788834,15669864,SWOOZRS
2046,8074820,15668378,SWCRWEH
2047,8074820,15668453,SWCRWEH
2048,8074820,15668377,SWCRWEH
2049,8074820,15668467,SWCRWEH
2050,8074820,7572242,SWCRWEH
2051,8246335,15669799,SSWOWLE
2052,8246335,15669976,SSWOWLE
2053,8246335,15669789,SSWOWLE
2054,8246335,15669856,SSWOWLE
2055,8246335,15669826,SSWOWLE
2056,7457237,15668381,SWOLONZ
2057,7457237,15668471,SWOLONZ
2058,7457237,15668460,SWOLONZ
2059,7457237,15670260,SWOLONZ
2060,7457237,15668685,SWOLONZ
2061,8296564,15669772,SWNRCHO
2062,8296564,15669880,SWNRCHO
2063,8296564,15669760,SWNRCHO
2064,8296564,7718555,SWNRCHO
2065,8296564,7629390,SWNRCHO
2066,8237822,15668469,SSNZCOL
2067,8237822,15668377,SSNZCOL
2068,8237822,15670267,SSNZCOL
2069,8237822,15669864,SSNZCOL
2070,8237822,21408952,SSNZCOL
2071,7403298,15669866,SWLSLCC
2072,7403298,15669988,SWLSLCC
2073,7403298,15669861,SWLSLCC
2074,7403298,15669769,SWLSLCC
2075,7403298,15668460,SWLSLCC
2076,8215172,15669767,SWNLHOO
2077,8215172,15669856,SWNLHOO
2078,8215172,15668378,SWNLHOO
2079,8215172,15669857,SWNLHOO
2080,8215172,15668453,SWNLHOO
2081,7460826,15669772,SSWLWNZ
2082,7460826,15669780,SSWLWNZ
2083,7460826,15669866,SSWLWNZ
2084,7460826,15669825,SSWLWNZ
2085,7460826,15669875,SSWLWNZ
2086,7583327,15668467,SWOCOEN
2087,7583327,15669995,SWOCOEN
2088,7583327,7569806,SWOCOEN
2089,7583327,7572307,SWOCOEN
2090,7583327,7569801,SWOCOEN
2091,8069966,15668377,SSCEHNS
2092,8069966,15668375,SSCEHNS
2093,8069966,7580823,SSCEHNS
2094,8069966,15669772,SSCEHNS
2095,8069966,15668416,SSCEHNS
2096,8120702,15669880,SSZNWLH
2097,8120702,15669863,SSZNWLH
2098,8120702,15669780,SSZNWLH
2099,8120702,15669764,SSZNWLH
2100,8120702,15668379,SSZNWLH
2101,7459927,15668468,SWOLOWW
2102,7459927,15669764,SWOLOWW
2103,7459927,15668467,SWOLOWW
2104,7459927,7587668,SWOLOWW
2105,7459927,7634445,SWOLOWW
2106,7727449,15668459,SWOZZZE
2107,7727449,15668688,SWOZZZE
2108,7727449,15670255,SWOZZZE
2109,7727449,7590866,SWOZZZE
2110,7727449,7590867,SWOZZZE
2111,8285456,7573376,SWLOLLS
2112,8285456,15669832,SWLOLLS
2113,8285456,7569802,SWLOLLS
2114,8285456,7547323,SWLOLLS
2115,8285456,15669821,SWLOLLS
2116,7517068,15669863,SSWWENC
2117,7517068,15668455,SSWWENC
2118,7517068,15668465,SSWWENC
2119,7517068,15668684,SSWWENC
2120,7517068,15669875,SSWWENC
2121,8063911,15668687,SWLLRNC
2122,8063911,15668466,SWLLRNC
2123,8063911,15668448,SWLLRNC
2124,8063911,15668460,SWLLRNC
2125,8063911,7624792,SWLLRNC
2126,8118745,15669769,SSZLLON
2127,8118745,15669869,SSZLLON
2128,8118745,15669817,SSZLLON
2129,8118745,15669763,SSZLLON
2130,8118745,29247044,SSZLLON
2131,7635812,15668416,SWCWSZR
2132,7635812,15670250,SWCWSZR
2133,7635812,15669803,SWCWSZR
2134,7635812,7587669,SWCWSZR
2135,7635812,15670161,SWCWSZR
2136,8136539,15669856,SWLLHHC
2137,8136539,15668594,SWLLHHC
2138,8136539,15668379,SWLLHHC
2139,8136539,15669910,SWLLHHC
2140,8136539,7624788,SWLLHHC
2141,8250969,15668379,SWRHWEH
2142,8250969,15669832,SWRHWEH
2143,8250969,15668478,SWRHWEH
2144,8250969,7587491,SWRHWEH
2145,8250969,15669786,SWRHWEH
2146,8192768,15668379,SSNWCSH
2147,8192768,15669760,SSNWCSH
2148,8192768,15670269,SSNWCSH
2149,8192768,15668381,SSNWCSH
2150,8192768,34988771,SSNWCSH
2151,7558409,15668381,SWLRNLH
2152,7558409,15668462,SWLRNLH
2153,7558409,15668468,SWLRNLH
2154,7558409,15669792,SWLRNLH
2155,7558409,15668383,SWLRNLH
2156,7768104,15669860,SWLWNZW
2157,7768104,15669769,SWLWNZW
2158,7768104,15669863,SWLWNZW
2159,7768104,15669762,SWLWNZW
2160,7768104,7569802,SWLWNZW
2161,7714867,15669825,SWLRERH
2162,7714867,15669761,SWLRERH
2163,7714867,15669863,SWLRERH
2164,7714867,15669767,SWLRERH
2165,7714867,15669814,SWLRERH
2166,7850334,15668459,SWLLZEO
2167,7850334,15668381,SWLLZEO
2168,7850334,15668376,SWLLZEO
2169,7850334,15668457,SWLLZEO
2170,7850334,15668688,SWLLZEO
2171,8236542,15670251,SSZEWNH
2172,8236542,15669869,SSZEWNH
2173,8236542,15669767,SSZEWNH
2174,8236542,34986128,SSZEWNH
2175,8236542,15669821,SSZEWNH
2176,8088678,34992815,SWCLLSO
2177,8088678,15669869,SWCLLSO
2178,8088678,7586312,SWCLLSO
2179,8088678,15669965,SWCLLSO
2180,8088678,7578337,SWCLLSO
2181,8271902,15668688,SWRCNLO
2182,8271902,34986125,SWRCNLO
2183,8271902,15668460,SWRCNLO
2184,8271902,92387970,SWRCNLO
2185,8271902,7573939,SWRCNLO
2186,7417942,15669856,SSWZEOR
2187,7417942,15668379,SSWZEOR
2188,7417942,15668451,SSWZEOR
2189,7417942,15668478,SSWZEOR
2190,7417942,15668688,SSWZEOR
2191,8070710,15668468,SSCLCSW
2192,8070710,15668377,SSCLCSW
2193,8070710,15669866,SSCLCSW
2194,8070710,21409130,SSCLCSW
2195,8070710,15669778,SSCLCSW
2196,8304435,15668460,SWOZELS
2197,8304435,7735760,SWOZELS
2198,8304435,15668473,SWOZELS
2199,8304435,15670252,SWOZELS
2200,8304435,15668381,SWOZELS
2201,8127819,15669874,SWECRER
2202,8127819,7624786,SWECRER
2203,8127819,34987566,SWECRER
2204,8127819,7640186,SWECRER
2205,8127819,15669832,SWECRER
2206,7700376,7628086,SWEEOEO
2207,7700376,15669832,SWEEOEO
2208,7700376,15669886,SWEEOEO
2209,7700376,15669764,SWEEOEO
2210,7700376,15669863,SWEEOEO
2211,7403661,15670157,SWLNRSC
2212,7403661,15670251,SWLNRSC
2213,7403661,7574425,SWLNRSC
2214,7403661,7586526,SWLNRSC
2215,7403661,15670248,SWLNRSC
2216,7473154,15668379,SWCRZCH
2217,7473154,15669817,SWCRZCH
2218,7473154,15669864,SWCRZCH
2219,7473154,15668520,SWCRZCH
2220,7473154,15668469,SWCRZCH
2221,7443402,7572301,SWOSSZE
2222,7443402,15668416,SWOSSZE
2223,7443402,15668458,SWOSSZE
2224,7443402,7569801,SWOSSZE
2225,7443402,15669983,SWOSSZE
2226,8067510,15669887,SSZNRER
2227,8067510,7574242,SSZNRER
2228,8067510,15669817,SSZNRER
2229,8067510,15669884,SSZNRER
2230,8067510,15669863,SSZNRER
2231,8116158,15669818,SSCSLSN
2232,8116158,15669863,SSCSLSN
2233,8116158,7580802,SSCSLSN
2234,8116158,15669786,SSCSLSN
2235,8116158,34986328,SSCSLSN
2236,7369866,15668469,SSWSLLZ
2237,7369866,15669769,SSWSLLZ
2238,7369866,15668460,SSWSLLZ
2239,7369866,15669977,SSWSLLZ
2240,7369866,15669965,SSWSLLZ
2241,8100379,15669780,SSRRHLE
2242,8100379,15670260,SSRRHLE
2243,8100379,34990774,SSRRHLE
2244,8100379,34990412,SSRRHLE
2245,8100379,29247172,SSRRHLE
2246,8227029,34986328,SSZNOHH
2247,8227029,15669767,SSZNOHH
2248,8227029,15669869,SSZNOHH
2249,8227029,15669832,SSZNOHH
2250,8227029,15669775,SSZNOHH
2251,8141867,15669817,SSSLOHO
2252,8141867,92388008,SSSLOHO
2253,8141867,15669994,SSSLOHO
2254,8141867,92380875,SSSLOHO
2255,8141867,21408947,SSSLOHO
2256,8097385,15668460,SSENHNN
2257,8097385,15668381,SSENHNN
2258,8097385,15668685,SSENHNN
2259,8097385,15668379,SSENHNN
2260,8097385,15670251,SSENHNN
2261,7389900,15668381,SSZEESN
2262,7389900,15669878,SSZEESN
2263,7389900,15668451,SSZEESN
2264,7389900,15668465,SSZEESN
2265,7389900,15668688,SSZEESN
2266,8348918,15669771,SSSSONE
2267,8348918,15669817,SSSSONE
2268,8348918,15669821,SSSSONE
2269,8348918,34986125,SSSSONE
2270,8348918,15669835,SSSSONE
2271,8385399,15669764,SSZHOER
2272,8385399,93289485,SSZHOER
2273,8385399,15669969,SSZHOER
2274,8385399,15669799,SSZHOER
2275,8385399,15668477,SSZHOER
2276,8137302,15668379,SSRRZSO
2277,8137302,15669880,SSRRZSO
2278,8137302,15669781,SSRRZSO
2279,8137302,15670269,SSRRZSO
2280,8137302,7569802,SSRRZSO
